Exp_ID	Plate_ID	Date	Plate_Row	Plate_Col	Well_No	Well_ID	hours_0	hours_6	hours_12	hours_18	hours_24	hours_30	hours_36	hours_42	hours_48	hours_54	hours_60	hours_66	hours_72	hours_78	hours_84	hours_90	hours_96	hours_102	hours_108	hours_114	hours_120	hours_126	hours_132	hours_138
20201130_AL	20201130_AL_01	2020-11-25T20:00:00Z	K	1	11	K01	0.71065409999999996	1.555247	1.8968959999999999	1.930051	2.644574	3.142957	3.5205310000000001	4.8860270000000003	6.4356090000000004	6.5129089999999996	8.8718590000000006	12.47479	17.135580000000001	22.728449999999999	30.134989999999998	40.638469999999998	50.307780000000001	64.551730000000006	73.395849999999996	82.179630000000003	88.120639999999995	92.382570000000001	95.705830000000006	98.384730000000005
20201130_AL	20201130_AL_01	2020-11-25T20:00:00Z	L	1	12	L01	2.403635	1.6379300000000001	2.2692139999999998	2.4542679999999999	3.0340210000000001	3.3945340000000002	4.4625919999999999	5.6442750000000004	6.8947580000000004	12.383609999999999	18.068090000000002	23.630109999999998	29.18318	35.951619999999998	46.206710000000001	56.193309999999997	66.356669999999994	78.731009999999998	86.200540000000004	91.84751	94.710570000000004	96.51249	97.298910000000006	98.276889999999995
20201130_AL	20201130_AL_01	2020-11-25T20:00:00Z	M	1	13	M01	2.726839	2.9063699999999999	3.3362319999999999	4.1076110000000003	4.4129290000000001	5.4415360000000002	6.902215	8.0875640000000004	10.05423	8.3683610000000002	12.4931	18.185790000000001	23.48884	29.643049999999999	39.30988	47.71658	58.071579999999997	69.555179999999993	78.321389999999994	83.842510000000004	89.923680000000004	93.621170000000006	96.265460000000004	97.788600000000002
20201130_AL	20201130_AL_01	2020-11-25T20:00:00Z	N	1	14	N01	3.9021759999999999	1.7039660000000001	1.87859	2.1355529999999998	3.0609649999999999	4.0264430000000004	5.0339169999999998	6.8044039999999999	8.8065750000000005	12.3508	14.57761	20.339680000000001	25.233139999999999	32.159460000000003	38.942659999999997	49.206949999999999	57.623570000000001	69.592730000000003	78.71181	85.489599999999996	89.864059999999995	93.530330000000006	95.330119999999994	97.674270000000007
20201130_AL	20201130_AL_01	2020-11-25T20:00:00Z	O	1	15	O01	8.2167379999999994	1.732979	1.8968959999999999	2.155999	2.5569850000000001	3.1908300000000001	4.0056520000000004	6.0156260000000001	6.6748880000000002	9.1558229999999998	13.71064	18.727900000000002	23.67418	31.495650000000001	39.509419999999999	49.148099999999999	59.232729999999997	70.916219999999996	79.066580000000002	86.05762	90.071770000000001	93.514179999999996	96.489620000000002	97.590209999999999
20201130_AL	20201130_AL_01	2020-11-25T20:00:00Z	P	1	16	P01	3.467892	1.808824	1.6815869999999999	1.9435910000000001	2.4377610000000001	3.1152579999999999	3.599691	4.7464259999999996	6.5284490000000002	10.56305	14.4255	21.08914	27.368230000000001	36.520800000000001	48.414990000000003	60.262599999999999	70.604429999999994	81.185360000000003	88.515690000000006	93.001829999999998	95.484769999999997	97.536339999999996	98.898510000000002	99.298730000000006
20201130_AL	20201130_AL_01	2020-11-25T20:00:00Z	A	2	17	A02	0.8228337	1.1198600000000001	1.2823960000000001	1.969425	2.2699069999999999	2.6586660000000002	3.0756790000000001	3.8824900000000002	4.9546169999999998	7.9085190000000001	8.9707740000000005	12.12499	14.48753	18.837530000000001	21.910250000000001	26.682500000000001	32.223840000000003	37.667400000000001	44.60078	52.254019999999997	57.974670000000003	67.058250000000001	71.259330000000006	74.613950000000003
20201130_AL	20201130_AL_01	2020-11-25T20:00:00Z	B	2	18	B02	1.3297129999999999	1.716539	2.0623990000000001	2.6649470000000002	3.3171680000000001	3.8056770000000002	4.3579410000000003	4.9372119999999997	5.9354990000000001	8.1257579999999994	9.4741289999999996	11.94159	15.76103	20.272110000000001	26.729679999999998	33.982889999999998	45.506979999999999	55.937890000000003	69.688500000000005	80.244829999999993	89.767780000000002	94.520880000000005	95.83802	97.682969999999997
20201130_AL	20201130_AL_01	2020-11-25T20:00:00Z	C	2	19	C02	1.0990679999999999	1.4152990000000001	1.6708099999999999	1.9076010000000001	2.1956479999999998	2.513261	3.184129	3.4365329999999998	4.2099789999999997	4.8904509999999997	5.8998590000000002	7.4159379999999997	9.7527059999999999	13.047779999999999	16.998729999999998	22.266950000000001	29.648620000000001	41.421129999999998	50.66874	65.724969999999999	77.597819999999999	87.352050000000006	91.020049999999998	95.138140000000007
20201130_AL	20201130_AL_01	2020-11-25T20:00:00Z	D	2	20	D02	2.2458680000000002	2.6996959999999999	3.6605430000000001	4.1952639999999999	4.9542109999999999	5.5376250000000002	6.501995	7.3942459999999999	8.7330120000000004	7.8598869999999996	9.2539859999999994	11.5154	14.43924	18.52214	22.113130000000002	29.61271	36.380229999999997	47.128459999999997	56.160760000000003	70.158550000000005	81.676069999999996	90.698830000000001	94.590450000000004	97.618930000000006
20201130_AL	20201130_AL_01	2020-11-25T20:00:00Z	E	2	21	E02	1.3232889999999999	1.7260709999999999	2.05715	1.9359919999999999	2.7761559999999998	3.0442459999999998	3.813482	4.5023080000000002	5.7402949999999997	5.6880100000000002	6.0465809999999998	7.0822370000000001	10.173870000000001	12.814920000000001	16.501470000000001	22.454170000000001	30.12378	38.798960000000001	50.704509999999999	62.038629999999998	74.206209999999999	85.350980000000007	92.310450000000003	96.148859999999999
20201130_AL	20201130_AL_01	2020-11-25T20:00:00Z	F	2	22	F02	0.22311539999999999	1.9721880000000001	2.0510009999999999	2.3275130000000002	2.6045780000000001	2.7914270000000001	3.2852549999999998	3.4618129999999998	3.9739429999999998	8.0039079999999991	9.3455759999999994	11.32081	15.085039999999999	19.01735	23.211580000000001	29.861930000000001	38.735720000000001	46.51811	58.201920000000001	69.071870000000004	79.636390000000006	87.367099999999994	92.429879999999997	95.525649999999999
20201130_AL	20201130_AL_01	2020-11-25T20:00:00Z	G	2	23	G02	0.63674220000000004	2.451781	2.4755410000000002	2.6909179999999999	3.2587259999999998	3.8047770000000001	4.6231920000000004	5.3492509999999998	6.3127940000000002	4.259989	4.8036890000000003	5.5231149999999998	7.2013879999999997	8.7068300000000001	11.09216	13.52896	16.97448	23.456520000000001	30.073170000000001	37.002110000000002	48.707880000000003	58.520200000000003	66.832700000000003	74.878609999999995
20201130_AL	20201130_AL_01	2020-11-25T20:00:00Z	H	2	24	H02	0.26442300000000002	2.572111	2.8692730000000002	3.2346840000000001	3.423403	4.0616019999999997	4.1979600000000001	5.1159829999999999	6.1781649999999999	8.0301600000000004	9.8165399999999998	12.25803	15.486520000000001	18.567240000000002	25.081330000000001	31.508579999999998	39.613349999999997	50.706899999999997	63.036450000000002	75.991900000000001	86.469470000000001	93.478120000000004	96.670259999999999	98.022959999999998
20201130_AL	20201130_AL_01	2020-11-25T20:00:00Z	I	2	25	I02	0.36893480000000001	1.7112890000000001	2.0582549999999999	2.4245640000000002	2.4232529999999999	3.4631249999999998	4.0041349999999998	5.3618940000000004	7.3850629999999997	10.35886	15.52106	18.515440000000002	24.847429999999999	32.165840000000003	38.41122	48.072249999999997	58.191299999999998	69.622470000000007	78.004199999999997	86.404790000000006	91.667829999999995	94.383290000000002	96.720410000000001	97.972679999999997
