Plate_ID,Plate_Row,Plate_Col,Well_No,Well_ID,% Positive W2 (MultiWaveScoring),Cell: W2 Nucleus Average Intensity (MultiWaveScoring),Total Cells (MultiWaveScoring)
20201215_JM_02,C,4,51,C04,11.010558,752.282943,663
20201215_JM_02,D,4,52,D04,5.865922,656.226406,716
20201215_JM_02,E,4,53,E04,6.471816,651.61894,479
20201215_JM_02,F,4,54,F04,4.16,664.779196,625
20201215_JM_02,G,4,55,G04,7.665904,660.670065,874
20201215_JM_02,H,4,56,H04,5.377721,655.838622,781
20201215_JM_02,I,4,57,I04,12.78826,698.123637,477
20201215_JM_02,J,4,58,J04,6.095552,780.444865,607
20201215_JM_02,K,4,59,K04,11.332313,702.298722,653
20201215_JM_02,L,4,60,L04,8.737864,702.723205,309
20201215_JM_02,M,4,61,M04,9.647979,682.981125,767
20201215_JM_02,N,4,62,N04,95.780594,1929.325062,711
20201215_JM_02,O,4,63,O04,59.790733,985.80485,669
20201215_JM_02,P,4,64,P04,0.117509,551.262827,851
20201215_JM_02,A,5,65,A05,6.67921,661.50343,1063
20201215_JM_02,B,5,66,B05,93.023254,1330.944977,430
20201215_JM_02,C,5,67,C05,11.619719,698.098126,284
20201215_JM_02,D,5,68,D05,4.054054,648.724148,814
20201215_JM_02,E,5,69,E05,9.913794,654.447649,232
20201215_JM_02,F,5,70,F05,3.459638,660.589638,607
20201215_JM_02,G,5,71,G05,6.349206,686.444687,441
20201215_JM_02,H,5,72,H05,11.676646,683.221439,334
20201215_JM_02,I,5,73,I05,9.189189,679.18255,555
20201215_JM_02,J,5,74,J05,6.482759,654.495339,725
20201215_JM_02,K,5,75,K05,10.701755,711.135513,570
20201215_JM_02,L,5,76,L05,15.210356,847.760515,309
20201215_JM_02,M,5,77,M05,7.30689,652.403865,479
20201215_JM_02,N,5,78,N05,94.285713,1581.812819,315
20201215_JM_02,O,5,79,O05,31.719877,798.503789,971
20201215_JM_02,P,5,80,P05,0,549.451918,781
20201215_JM_02,A,6,81,A06,4.782994,653.00272,1129
20201215_JM_02,B,6,82,B06,88.929222,1224.295731,551
20201215_JM_02,C,6,83,C06,4.933196,640.316496,973
20201215_JM_02,D,6,84,D06,5.188067,664.902532,771
20201215_JM_02,E,6,85,E06,5.079365,648.844216,945
20201215_JM_02,F,6,86,F06,3.373819,665.103916,741
20201215_JM_02,G,6,87,G06,6.524318,657.25407,843
20201215_JM_02,H,6,88,H06,7.915567,704.125306,379
20201215_JM_02,I,6,89,I06,9.860935,691.483993,791
20201215_JM_02,J,6,90,J06,4.421769,647.878695,882
20201215_JM_02,K,6,91,K06,19.024391,726.541233,205
20201215_JM_02,L,6,92,L06,7.155963,631.418314,545
20201215_JM_02,M,6,93,M06,11.325967,701.818717,724
20201215_JM_02,N,6,94,N06,94.023903,1823.006676,502
20201215_JM_02,O,6,95,O06,25.482094,783.098808,726
20201215_JM_02,P,6,96,P06,0,527.105322,833
20201215_JM_02,A,7,97,A07,4.45587,661.487411,1167
20201215_JM_02,B,7,98,B07,87.733887,1466.162574,481
20201215_JM_02,C,7,99,C07,3.561047,643.515647,1376
20201215_JM_02,D,7,100,D07,5.084746,653.064763,826
20201215_JM_02,E,7,101,E07,6.013986,647.787363,715
20201215_JM_02,F,7,102,F07,3.769634,680.039777,955
20201215_JM_02,G,7,103,G07,2.907489,644.903958,1135
20201215_JM_02,H,7,104,H07,10.699589,680.476256,243
20201215_JM_02,I,7,105,I07,8.554572,677.43917,678
20201215_JM_02,J,7,106,J07,4.277286,643.430953,678
20201215_JM_02,K,7,107,K07,7.882883,703.862585,444
20201215_JM_02,L,7,108,L07,5.531915,669.608259,235
20201215_JM_02,M,7,109,M07,3.90516,755.480745,717
20201215_JM_02,N,7,110,N07,91.5952,1636.217539,583
20201215_JM_02,O,7,111,O07,66.153847,1142.762362,1040
20201215_JM_02,P,7,112,P07,0,561.923247,774
20201215_JM_02,A,8,113,A08,5.845771,684.63081,804
20201215_JM_02,B,8,114,B08,0,NA,0
20201215_JM_02,C,8,115,C08,4.257907,605.792646,822
20201215_JM_02,D,8,116,D08,1.618497,599.833319,865
20201215_JM_02,E,8,117,E08,3.299856,618.633291,697
20201215_JM_02,F,8,118,F08,2.038043,597.885028,736
20201215_JM_02,G,8,119,G08,4.06015,617.085374,665
20201215_JM_02,H,8,120,H08,2.03193,602.960956,689
20201215_JM_02,I,8,121,I08,4.251701,627.662011,588
20201215_JM_02,J,8,122,J08,2.052786,630.000408,682
20201215_JM_02,K,8,123,K08,4.788214,650.198271,543
20201215_JM_02,L,8,124,L08,3.62069,621.811296,580
20201215_JM_02,M,8,125,M08,5.464481,641.010414,549
20201215_JM_02,N,8,126,N08,2.576489,626.354863,621
20201215_JM_02,O,8,127,O08,6.117647,646.941239,425
20201215_JM_02,P,8,128,P08,0,538.742588,579
20201215_JM_02,A,9,129,A09,4.673913,644.832034,920
20201215_JM_02,B,9,130,B09,80.687828,1262.839502,756
20201215_JM_02,C,9,131,C09,2.125506,606.195618,988
20201215_JM_02,D,9,132,D09,3.008299,613.5164,964
20201215_JM_02,E,9,133,E09,2.868318,597.298075,767
20201215_JM_02,F,9,134,F09,1.91458,592.229887,679
20201215_JM_02,G,9,135,G09,12.250333,673.394716,751
20201215_JM_02,H,9,136,H09,4.954955,641.505658,444
20201215_JM_02,I,9,137,I09,1.680672,618.794368,714
20201215_JM_02,J,9,138,J09,3.846154,625.702282,624
20201215_JM_02,K,9,139,K09,3.113553,596.457838,546
20201215_JM_02,L,9,140,L09,4.222649,627.446953,521
20201215_JM_02,M,9,141,M09,4.040404,612.349879,594
20201215_JM_02,N,9,142,N09,3.479853,621.642659,546
20201215_JM_02,O,9,143,O09,14.983165,671.40793,594
20201215_JM_02,P,9,144,P09,0,549.008614,601
20201215_JM_02,A,10,145,A10,7.02439,658.023996,1025
20201215_JM_02,B,10,146,B10,82.775116,1474.648272,836
20201215_JM_02,C,10,147,C10,3.182374,605.256511,817
20201215_JM_02,D,10,148,D10,2.436054,601.880972,821
20201215_JM_02,E,10,149,E10,2.141901,601.632145,747
20201215_JM_02,F,10,150,F10,0.923483,585.060231,758
20201215_JM_02,G,10,151,G10,2.439024,583.058712,492
20201215_JM_02,H,10,152,H10,3.606557,617.93566,610
20201215_JM_02,I,10,153,I10,4.070796,643.577461,565
20201215_JM_02,J,10,154,J10,2.031603,620.234663,886
20201215_JM_02,K,10,155,K10,1.92926,614.602802,622
20201215_JM_02,L,10,156,L10,3.333333,604.92315,690
20201215_JM_02,M,10,157,M10,5.290102,639.685813,586
20201215_JM_02,N,10,158,N10,2.926829,609.858209,615
20201215_JM_02,O,10,159,O10,5.154639,616.42373,388
20201215_JM_02,P,10,160,P10,0,544.041775,758
20201215_JM_02,A,11,161,A11,5.318222,638.3662,1147
20201215_JM_02,B,11,162,B11,83.585861,1249.775784,396
20201215_JM_02,C,11,163,C11,1.777778,597.180579,675
20201215_JM_02,D,11,164,D11,4.204993,606.999512,761
20201215_JM_02,E,11,165,E11,3.802817,652.756546,710
20201215_JM_02,F,11,166,F11,2.753873,592.404092,581
20201215_JM_02,G,11,167,G11,2.728513,595.442996,733
20201215_JM_02,H,11,168,H11,3.753351,605.198807,373
20201215_JM_02,I,11,169,I11,3.194888,618.006967,626
20201215_JM_02,J,11,170,J11,2.04918,610.753655,732
20201215_JM_02,K,11,171,K11,4.017217,611.533922,697
20201215_JM_02,L,11,172,L11,3.308824,608.403675,544
20201215_JM_02,M,11,173,M11,2.657807,616.925059,602
20201215_JM_02,N,11,174,N11,4.516129,627.547144,465
20201215_JM_02,O,11,175,O11,36.24382,874.755642,607
20201215_JM_02,P,11,176,P11,0.140845,543.20138,710
20201215_JM_02,A,12,177,A12,6.020408,660.36938,980
20201215_JM_02,B,12,178,B12,77.833122,1183.030305,803
20201215_JM_02,C,12,179,C12,2.615193,589.247306,803
20201215_JM_02,D,12,180,D12,5.371901,615.118729,726
20201215_JM_02,E,12,181,E12,2.28013,590.653893,614
20201215_JM_02,F,12,182,F12,1.542416,598.097603,778
20201215_JM_02,G,12,183,G12,3.303965,607.247597,454
20201215_JM_02,H,12,184,H12,2.692308,587.867805,520
20201215_JM_02,I,12,185,I12,0.987654,613.236914,405
20201215_JM_02,J,12,186,J12,1.497006,602.838478,668
20201215_JM_02,K,12,187,K12,4.243543,604.738208,542
20201215_JM_02,L,12,188,L12,2.985075,628.846735,670
20201215_JM_02,M,12,189,M12,5.882353,645.890388,544
20201215_JM_02,N,12,190,N12,2.478134,604.083755,686
20201215_JM_02,O,12,191,O12,57.400002,991.581669,500
20201215_JM_02,P,12,192,P12,0,530.752001,761
20201215_JM_02,A,13,193,A13,5.800653,839.50115,2448
20201215_JM_02,B,13,194,B13,91.169975,2045.499261,1359
20201215_JM_02,C,13,195,C13,2.537313,820.444477,2010
20201215_JM_02,D,13,196,D13,16.493416,1050.18401,1443
20201215_JM_02,E,13,197,E13,4.476584,805.902957,1452
20201215_JM_02,F,13,198,F13,3.953713,792.378084,2074
20201215_JM_02,G,13,199,G13,2.733333,817.747241,1500
20201215_JM_02,H,13,200,H13,6.524548,882.871666,1548
20201215_JM_02,I,13,201,I13,3.762449,878.774847,2711
20201215_JM_02,J,13,202,J13,6.724987,848.479029,1829
20201215_JM_02,K,13,203,K13,5.619412,977.381342,783
20201215_JM_02,L,13,204,L13,4.994742,945.013002,1902
20201215_JM_02,M,13,205,M13,4.161567,854.285663,1634
20201215_JM_02,N,13,206,N13,83.383682,2150.784263,331
20201215_JM_02,O,13,207,O13,30.76923,1024.29065,1716
20201215_JM_02,P,13,208,P13,0,548.922162,2368
20201215_JM_02,A,14,209,A14,2.00612,851.891989,2941
20201215_JM_02,B,14,210,B14,88.475838,1962.245801,1345
20201215_JM_02,C,14,211,C14,3.34728,813.002288,2151
20201215_JM_02,D,14,212,D14,7.799075,931.120135,1513
20201215_JM_02,E,14,213,E14,2.288488,803.473675,1442
20201215_JM_02,F,14,214,F14,1.984127,784.937102,2520
20201215_JM_02,G,14,215,G14,5.03992,821.235152,2004
20201215_JM_02,H,14,216,H14,5.446485,909.645784,1579
20201215_JM_02,I,14,217,I14,2.916038,812.143303,1989
20201215_JM_02,J,14,218,J14,3.191489,846.604464,2068
20201215_JM_02,K,14,219,K14,5.199115,861.457457,904
20201215_JM_02,L,14,220,L14,5.555555,865.089965,1620
20201215_JM_02,M,14,221,M14,3.547558,832.532554,1945
20201215_JM_02,N,14,222,N14,78.143715,2429.854065,334
20201215_JM_02,O,14,223,O14,23.153692,1082.948515,2004
20201215_JM_02,P,14,224,P14,0,551.163958,2624
20201215_JM_02,A,15,225,A15,2.712551,847.184966,2470
20201215_JM_02,B,15,226,B15,89.018303,2001.684962,1803
20201215_JM_02,C,15,227,C15,2.59542,811.535399,1965
20201215_JM_02,D,15,228,D15,4.133226,888.26339,2492
20201215_JM_02,E,15,229,E15,3.105263,848.709385,1900
20201215_JM_02,F,15,230,F15,1.961554,825.218747,2549
20201215_JM_02,G,15,231,G15,3.685329,798.273825,1411
20201215_JM_02,H,15,232,H15,9.388335,998.73431,703
20201215_JM_02,I,15,233,I15,2.779494,827.728836,1619
20201215_JM_02,J,15,234,J15,2.389079,816.971555,2344
20201215_JM_02,K,15,235,K15,2.885482,821.288268,1109
20201215_JM_02,L,15,236,L15,11.300813,1048.836001,1230
20201215_JM_02,M,15,237,M15,2.674897,828.895475,1458
20201215_JM_02,N,15,238,N15,79.347824,2718.207297,92
20201215_JM_02,O,15,239,O15,21.880342,1012.312634,1755
20201215_JM_02,P,15,240,P15,0,545.487467,1907
20201215_JM_02,A,16,241,A16,4.037907,835.739908,2427
20201215_JM_02,B,16,242,B16,86.193138,1944.699361,1253
20201215_JM_02,C,16,243,C16,2.147852,823.513351,2002
20201215_JM_02,D,16,244,D16,11.202938,969.315627,1089
20201215_JM_02,E,16,245,E16,5.171504,901.22037,1895
20201215_JM_02,F,16,246,F16,3.616352,830.988413,1908
20201215_JM_02,G,16,247,G16,2.739726,798.409811,2409
20201215_JM_02,H,16,248,H16,4.680582,902.357357,1581
20201215_JM_02,I,16,249,I16,4.210526,859.535716,1900
20201215_JM_02,J,16,250,J16,2.658789,819.087789,2031
20201215_JM_02,K,16,251,K16,5.088853,924.973009,1238
20201215_JM_02,L,16,252,L16,5.252101,865.858731,1428
20201215_JM_02,M,16,253,M16,3.110888,909.013713,1993
20201215_JM_02,N,16,254,N16,66.876968,1521.731403,317
20201215_JM_02,O,16,255,O16,23.099762,1046.336496,1684
20201215_JM_02,P,16,256,P16,0,557.401762,2087
20201215_JM_02,A,17,257,A17,2.03877,849.453382,2992
20201215_JM_02,B,17,258,B17,61.603973,1323.323921,1409
20201215_JM_02,C,17,259,C17,2.677747,811.867706,2166
20201215_JM_02,D,17,260,D17,3.034735,861.017594,2735
20201215_JM_02,E,17,261,E17,9.483248,938.818731,1761
20201215_JM_02,F,17,262,F17,1.85118,813.011665,2755
20201215_JM_02,G,17,263,G17,3.638498,830.926194,1704
20201215_JM_02,H,17,264,H17,5.328099,876.006146,1783
20201215_JM_02,I,17,265,I17,2.080783,801.394199,2451
20201215_JM_02,J,17,266,J17,3.9491,878.766823,2279
20201215_JM_02,K,17,267,K17,6.431853,989.400036,653
20201215_JM_02,L,17,268,L17,2.624309,796.046024,2172
20201215_JM_02,M,17,269,M17,4.005168,863.779244,1548
20201215_JM_02,N,17,270,N17,74.928368,1866.116359,698
20201215_JM_02,O,17,271,O17,20.807001,977.625531,2057
20201215_JM_02,P,17,272,P17,0.07837,550.437103,2552
20201215_JM_02,A,18,273,A18,2.512235,683.136396,3065
20201215_JM_02,B,18,274,B18,61.222668,1702.265936,2241
20201215_JM_02,C,18,275,C18,1.286353,676.681936,3576
20201215_JM_02,D,18,276,D18,1.522107,726.480568,4139
20201215_JM_02,E,18,277,E18,1.062371,657.315034,2918
20201215_JM_02,F,18,278,F18,1.244813,670.056414,3615
20201215_JM_02,G,18,279,G18,1.976161,686.432359,3188
20201215_JM_02,H,18,280,H18,1.717011,697.002497,3145
20201215_JM_02,I,18,281,I18,0.905524,683.291741,3313
20201215_JM_02,J,18,282,J18,0.751101,682.467837,3861
20201215_JM_02,K,18,283,K18,2.887844,693.604224,2978
20201215_JM_02,L,18,284,L18,1.07402,673.654796,3445
20201215_JM_02,M,18,285,M18,1.264045,678.692061,2848
20201215_JM_02,N,18,286,N18,80.229881,2584.053675,1740
20201215_JM_02,O,18,287,O18,43.12796,1240.40501,3165
20201215_JM_02,P,18,288,P18,0.052165,546.662928,3834
20201215_JM_02,A,19,289,A19,0.719603,715.171646,4030
20201215_JM_02,B,19,290,B19,61.39806,1725.711201,2575
20201215_JM_02,C,19,291,C19,0.889454,677.870061,3148
20201215_JM_02,D,19,292,D19,0.743746,678.769002,2958
20201215_JM_02,E,19,293,E19,0.803428,672.749379,3734
20201215_JM_02,F,19,294,F19,2.34676,692.597838,2855
20201215_JM_02,G,19,295,G19,0.710188,680.384262,3661
20201215_JM_02,H,19,296,H19,1.708234,681.951573,2927
20201215_JM_02,I,19,297,I19,1.147873,679.102833,2962
20201215_JM_02,J,19,298,J19,1.606922,659.903352,2427
20201215_JM_02,K,19,299,K19,2.452719,778.934426,3384
20201215_JM_02,L,19,300,L19,2.105779,668.880392,2042
20201215_JM_02,M,19,301,M19,1.365796,705.285337,3368
20201215_JM_02,N,19,302,N19,78.456787,2293.545733,1620
20201215_JM_02,O,19,303,O19,21.109446,1046.777732,3335
20201215_JM_02,P,19,304,P19,0,540.119841,3475
20201215_JM_02,A,20,305,A20,1.414958,707.863024,3463
20201215_JM_02,B,20,306,B20,57.55814,1596.755815,2752
20201215_JM_02,C,20,307,C20,1.651881,713.281807,3269
20201215_JM_02,D,20,308,D20,0.790609,708.478411,4174
20201215_JM_02,E,20,309,E20,1.799242,705.540475,3168
20201215_JM_02,F,20,310,F20,2.155454,681.641467,3062
20201215_JM_02,G,20,311,G20,1.331601,663.905376,3079
20201215_JM_02,H,20,312,H20,1.994933,681.493192,3158
20201215_JM_02,I,20,313,I20,0.785083,671.145008,3057
20201215_JM_02,J,20,314,J20,0.884467,686.939312,3618
20201215_JM_02,K,20,315,K20,2.389645,684.891665,3013
20201215_JM_02,L,20,316,L20,1.768953,676.916036,2770
20201215_JM_02,M,20,317,M20,1.764464,702.588648,2437
20201215_JM_02,N,20,318,N20,79.460968,2569.451901,2152
20201215_JM_02,O,20,319,O20,32.889923,1062.437448,3007
20201215_JM_02,P,20,320,P20,0.045956,536.336415,2176
20201215_JM_02,A,21,321,A21,0.891781,697.34494,4149
20201215_JM_02,B,21,322,B21,61.35849,1710.633667,2650
20201215_JM_02,C,21,323,C21,0.942902,699.854138,3818
20201215_JM_02,D,21,324,D21,1.136651,700.458995,3959
20201215_JM_02,E,21,325,E21,0.662076,680.807165,3776
20201215_JM_02,F,21,326,F21,0.889968,677.522629,3708
20201215_JM_02,G,21,327,G21,1.034097,707.703506,3578
20201215_JM_02,H,21,328,H21,1.203576,680.318626,2908
20201215_JM_02,I,21,329,I21,1.182372,673.373604,2791
20201215_JM_02,J,21,330,J21,0.829187,673.830742,3618
20201215_JM_02,K,21,331,K21,2.124743,696.084556,2918
20201215_JM_02,L,21,332,L21,1.373995,649.862904,2984
20201215_JM_02,M,21,333,M21,1.703578,704.400671,2935
20201215_JM_02,N,21,334,N21,82.014832,2877.179764,1618
20201215_JM_02,O,21,335,O21,22.998028,969.619991,2535
20201215_JM_02,P,21,336,P21,0,537.929859,2677
20201215_JM_02,A,22,337,A22,1.805629,678.000174,3766
20201215_JM_02,B,22,338,B22,58.233467,1550.911818,2253
20201215_JM_02,C,22,339,C22,1.124411,688.177395,2757
20201215_JM_02,D,22,340,D22,1.534356,685.789913,2998
20201215_JM_02,E,22,341,E22,1.10833,674.580869,2797
20201215_JM_02,F,22,342,F22,2.907394,700.961192,2786
20201215_JM_02,G,22,343,G22,0.919063,668.649941,3373
20201215_JM_02,H,22,344,H22,1.578947,706.565077,2470
20201215_JM_02,I,22,345,I22,1.425538,675.323251,3297
20201215_JM_02,J,22,346,J22,1.694402,674.886851,3305
20201215_JM_02,K,22,347,K22,2.700457,720.695736,2407
20201215_JM_02,L,22,348,L22,1.429809,649.31033,2308
20201215_JM_02,M,22,349,M22,0.729927,681.488524,2877
20201215_JM_02,N,22,350,N22,79.038773,2362.64382,2476
20201215_JM_02,O,22,351,O22,29.324127,1068.641591,2752
20201215_JM_02,P,22,352,P22,0,554.084397,4158
20201215_JM_02,A,23,353,A23,3.986254,655.212733,1455
20201215_JM_02,B,23,354,B23,64.591438,1172.182665,1542
20201215_JM_02,C,23,355,C23,3.166667,657.225054,1200
20201215_JM_02,D,23,356,D23,1.32948,664.50485,1730
20201215_JM_02,E,23,357,E23,1.471572,684.614779,1495
20201215_JM_02,F,23,358,F23,1.669847,673.119662,2096
20201215_JM_02,G,23,359,G23,1.815181,654.066601,1212
20201215_JM_02,H,23,360,H23,2.342087,701.304095,1409
20201215_JM_02,I,23,361,I23,2.267574,693.307547,882
20201215_JM_02,J,23,362,J23,1.975309,663.734268,1620
20201215_JM_02,K,23,363,K23,5.776515,669.056363,1056
20201215_JM_02,L,23,364,L23,2.358226,667.475071,1781
20201215_JM_02,M,23,365,M23,3.679654,685.101475,924
20201215_JM_02,N,23,366,N23,16.881029,860.836682,1244
20201215_JM_02,O,23,367,O23,2.45614,654.093658,1140
20201215_JM_02,P,23,368,P23,0.32077,541.463279,1247
20201215_JM_02,A,24,369,A24,2.294894,653.598466,1743
20201215_JM_02,B,24,370,B24,66.106644,1135.349051,1369
20201215_JM_02,C,24,371,C24,2.43346,653.468501,1315
20201215_JM_02,D,24,372,D24,2.414605,654.425969,1698
20201215_JM_02,E,24,373,E24,2.517163,669.575997,1311
20201215_JM_02,F,24,374,F24,2.404159,682.097792,1539
20201215_JM_02,G,24,375,G24,2.316384,719.016698,1770
20201215_JM_02,H,24,376,H24,4.470588,740.464575,1275
20201215_JM_02,I,24,377,I24,3.057679,774.043294,1439
20201215_JM_02,J,24,378,J24,2.713988,696.248092,1437
20201215_JM_02,K,24,379,K24,3.271028,703.471461,1284
20201215_JM_02,L,24,380,L24,3.056769,691.687311,1145
20201215_JM_02,M,24,381,M24,4.433497,731.666279,1015
20201215_JM_02,N,24,382,N24,41.562931,1168.895452,1446
20201215_JM_02,O,24,383,O24,2.457338,712.57109,1465
20201215_JM_02,P,24,384,P24,0.073746,574.021665,1356
